# Helper Methods called multiple times: 1695
Helper Method Class: com.helger.commons.io.stream.NonClosingInputStream, Helper Method name: void close()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testVersionRange()
Helper Method Class: com.helger.commons.compare.ESortOrder, Helper Method name: int getValue()
	Called from: com.helger.commons.compare.ESortOrderTest, method: void testAll()
	Called from: com.helger.commons.compare.ESortOrderTest, method: void testAll()
	Called from: com.helger.commons.compare.ESortOrderTest, method: void testAll()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: java.lang.String[] getExplodedArray(char,java.lang.String)
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testWriteAll()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testWriteAllObjects()
	Called from: com.helger.commons.csv.CSVWriterTest, method: void testWriteAllObjects()
Helper Method Class: com.helger.commons.collection.ArrayHelper, Helper Method name: java.lang.Object[] getConcatenated(java.lang.Object[],java.lang.Object,java.lang.Class)
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetConcatenated()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetConcatenated()
	Called from: com.helger.commons.collection.ArrayHelperTest, method: void testGetConcatenated()
Helper Method Class: com.helger.commons.string.StringHelper, Helper Method name: boolean endsWith(java.lang.String,java.lang.String)
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithString()
	Called from: com.helger.commons.string.StringHelperTest, method: void testEndsWithChar()
Helper Method Class: com.helger.commons.state.ETriState, Helper Method name: com.helger.commons.state.ETriState valueOf(java.lang.Boolean)
	Called from: com.helger.commons.state.ETriStateTest, method: void testAll()
	Called from: com.helger.commons.state.ETriStateTest, method: void testAll()
	Called from: com.helger.commons.state.ETriStateTest, method: void testAll()
Helper Method Class: com.helger.commons.timing.StopWatch, Helper Method name: long getNanos()
	Called from: com.helger.commons.timing.StopWatchTest, method: void testAll()
	Called from: com.helger.commons.timing.StopWatchTest, method: void testAll()
	Called from: com.helger.commons.timing.StopWatchTest, method: void testAll()
	Called from: com.helger.commons.timing.StopWatchTest, method: void testAll()
Helper Method Class: com.helger.commons.io.file.FileHelper, Helper Method name: boolean isFileNewer(java.io.File,java.io.File)
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testIsFileNewer()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testIsFileNewer()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testIsFileNewer()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testIsFileNewer()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testIsFileNewer()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testIsFileNewer()
	Called from: com.helger.commons.io.file.FileHelperTest, method: void testIsFileNewer()
Helper Method Class: com.helger.commons.math.RoundHelper, Helper Method name: double getRoundedUpFix(double,int)
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
	Called from: com.helger.commons.math.RoundHelperTest, method: void testGetRoundedUpFix()
Helper Method Class: com.helger.commons.datetime.PDTFactory, Helper Method name: java.time.YearMonth getCurrentYearMonth()
	Called from: com.helger.commons.datetime.PDTFactoryTest, method: void testCurrent()
	Called from: com.helger.commons.typeconvert.DateTimeTypeConverterRegistrarTest, method: void testConvertIntoEachOther()
	Called from: com.helger.commons.datetime.PDTFactoryTest, method: void testCreateLocalDate()
Helper Method Class: com.helger.commons.cache.MappedCacheTest$lambda_testMaxSize_f9f7ba91_1__84, Helper Method name: java.lang.Object apply(java.lang.Object)
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
	Called from: com.helger.commons.string.StringHelperTest, method: void testAppendQuotedSB()
Helper Method Class: com.helger.commons.io.watchdir.WatchDir, Helper Method name: void close()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testNonRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testNonRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testNonRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testNonRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
	Called from: com.helger.commons.io.watchdir.WatchDirTest, method: void testRecursive()
Helper Method Class: com.helger.commons.version.VersionRange, Helper Method name: java.lang.String getAsString()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testCtor1()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testGetAsString()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testGetAsString()
	Called from: com.helger.commons.version.VersionRangeTest, method: void testCtor1()
Helper Method Class: com.helger.commons.thirdparty.ThirdPartyModule, Helper Method name: java.lang.String getWebSiteURL()
	Called from: com.helger.commons.thirdparty.ThirdPartyModuleTest, method: void testAll()
	Called from: com.helger.commons.thirdparty.ThirdPartyModuleTest, method: void testAll()
	Called from: com.helger.commons.thirdparty.ThirdPartyModuleTest, method: void testAll()
	Called from: com.helger.commons.thirdparty.ThirdPartyModuleTest, method: void testAll()
Helper Method Class: com.helger.commons.lang.ClassHelper, Helper Method name: java.lang.Class getPrimitiveClass(java.lang.Class)
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testPrimitivesAndWrappers()
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testPrimitivesAndWrappers()
	Called from: com.helger.commons.lang.ClassHelperTest, method: void testPrimitivesAndWrappers()
Helper Method Class: com.helger.commons.system.SystemHelper, Helper Method name: int getNumberOfProcessors()
	Called from: com.helger.commons.hashcode.HashCodeGeneratorTest, method: void findIllegalValue()
	Called from: com.helger.commons.system.SystemHelperTest, method: void testAll()
Helper Method Class: com.helger.commons.charset.CharsetHelper, Helper Method name: int getUTF8ByteCount(int)
	Called from: com.helger.commons.charset.CharsetHelperTest, method: void testGetUTF8ByteCount()
	Called from: com.helger.commons.charset.CharsetHelperTest, method: void testGetUTF8ByteCount()
Helper Method Class: com.helger.commons.collection.CollectionHelper, Helper Method name: com.helger.commons.collection.impl.CommonsArrayList newObjectListFromArray(java.lang.Object,java.lang.Class)
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
	Called from: com.helger.commons.collection.CollectionHelperTest, method: void testNewObjectListFromArray()
Helper Method Class: com.helger.commons.io.resource.FileSystemResource, Helper Method name: java.lang.String getResourceID()
